sentpktdelta,parameters,time,appid,rcvdbyte,eventtype,devid,logid,service,sentpkt,direction,clouduser,proto,rcvdpktdelta,date,duration,tz,vd,dstcountry,filesize,filename,dstintf,srcintfrole,masterdstmac,action,srcip,srcintf,incidentserialno,mastersrcmac,appcat,subtype,sessionid,srcserver,poluuid,policytype,applist,msg,countapp,dstintfrole,identifier,dstport,utmaction,rcvdpkt,transip,icmptype,transport,durationdelta,icmpid,type,sentdelta,devname,app,cloudaction,srcport,rcvddelta,dstmac,level,dstip,icmpcode,eventtime,sentbyte,policyid,trandisp,srcmac,srccountry,apprisk,dstserver
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,4,00 01 00 01,port7,undefined,,pass,84.3.251.103,port7,206431530,,Operational.Technology,app-ctrl,78130,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,50859,,,information,84.3.251.102,,1725771035860055271,,4,,,Hungary,elevated,
,"UnitID:0, Address:1, Address:1",21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=1-1,Data=00 01",port7,undefined,,pass,84.3.251.103,port7,206431531,,Operational.Technology,app-ctrl,78130,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,50859,,,information,84.3.251.102,,1725771035860098983,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431532,,Operational.Technology,app-ctrl,78130,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,50859,,,information,84.3.251.102,,1725771035860125131,,4,,,Hungary,elevated,
,,21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431533,,Operational.Technology,app-ctrl,78130,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,,50859,,,information,84.3.251.102,,1725771035860309989,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,84.3.251.102,6,,2024-09-07,,-0700,root,Hungary,3,02 00 78,port7,undefined,,pass,84.3.251.103,port7,206431534,,Operational.Technology,app-ctrl,78130,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,50859,,,information,84.3.251.102,,1725771035860351320,,4,,,Hungary,elevated,
,,21:50:36,16938,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431535,,Operational.Technology,app-ctrl,78130,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus,,50859,,,information,84.3.251.102,,1725771035860378674,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,4,00 01 00 01,port7,undefined,,pass,84.3.251.103,port7,206431542,,Operational.Technology,app-ctrl,78132,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,55877,,,information,84.3.251.102,,1725771035861834856,,4,,,Hungary,elevated,
,"UnitID:0, Address:1, Address:1",21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=1-1,Data=00 01",port7,undefined,,pass,84.3.251.103,port7,206431543,,Operational.Technology,app-ctrl,78132,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,55877,,,information,84.3.251.102,,1725771035861871251,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431544,,Operational.Technology,app-ctrl,78132,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,55877,,,information,84.3.251.102,,1725771035861901544,,4,,,Hungary,elevated,
,,21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431545,,Operational.Technology,app-ctrl,78132,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,,55877,,,information,84.3.251.102,,1725771035862471971,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,84.3.251.102,6,,2024-09-07,,-0700,root,Hungary,3,02 00 90,port7,undefined,,pass,84.3.251.103,port7,206431546,,Operational.Technology,app-ctrl,78132,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,55877,,,information,84.3.251.102,,1725771035862515370,,4,,,Hungary,elevated,
,,21:50:36,16938,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431547,,Operational.Technology,app-ctrl,78132,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus,,55877,,,information,84.3.251.102,,1725771035862541357,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,4,00 01 00 01,port7,undefined,,pass,84.3.251.103,port7,206431554,,Operational.Technology,app-ctrl,78134,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,54505,,,information,84.3.251.102,,1725771035864167020,,4,,,Hungary,elevated,
,"UnitID:0, Address:1, Address:1",21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=1-1,Data=00 01",port7,undefined,,pass,84.3.251.103,port7,206431555,,Operational.Technology,app-ctrl,78134,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,54505,,,information,84.3.251.102,,1725771035864209606,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431556,,Operational.Technology,app-ctrl,78134,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,54505,,,information,84.3.251.102,,1725771035864233274,,4,,,Hungary,elevated,
,,21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431557,,Operational.Technology,app-ctrl,78134,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,,54505,,,information,84.3.251.102,,1725771035864425543,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,84.3.251.102,6,,2024-09-07,,-0700,root,Hungary,3,02 00 a0,port7,undefined,,pass,84.3.251.103,port7,206431558,,Operational.Technology,app-ctrl,78134,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,54505,,,information,84.3.251.102,,1725771035864465331,,4,,,Hungary,elevated,
,,21:50:36,16938,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431559,,Operational.Technology,app-ctrl,78134,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus,,54505,,,information,84.3.251.102,,1725771035864499688,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,4,00 01 00 01,port7,undefined,,pass,84.3.251.103,port7,206431566,,Operational.Technology,app-ctrl,78136,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,56835,,,information,84.3.251.102,,1725771035865851860,,4,,,Hungary,elevated,
,"UnitID:0, Address:1, Address:1",21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=1-1,Data=00 01",port7,undefined,,pass,84.3.251.103,port7,206431567,,Operational.Technology,app-ctrl,78136,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,56835,,,information,84.3.251.102,,1725771035865887814,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431568,,Operational.Technology,app-ctrl,78136,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,56835,,,information,84.3.251.102,,1725771035865910763,,4,,,Hungary,elevated,
,,21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431569,,Operational.Technology,app-ctrl,78136,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,,56835,,,information,84.3.251.102,,1725771035866079455,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,84.3.251.102,6,,2024-09-07,,-0700,root,Hungary,3,02 00 a8,port7,undefined,,pass,84.3.251.103,port7,206431570,,Operational.Technology,app-ctrl,78136,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,56835,,,information,84.3.251.102,,1725771035866113642,,4,,,Hungary,elevated,
,,21:50:36,16938,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431571,,Operational.Technology,app-ctrl,78136,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus,,56835,,,information,84.3.251.102,,1725771035866137688,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,4,00 01 00 01,port7,undefined,,pass,84.3.251.103,port7,206431578,,Operational.Technology,app-ctrl,78138,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,54541,,,information,84.3.251.102,,1725771035867400231,,4,,,Hungary,elevated,
,"UnitID:0, Address:1, Address:1",21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=1-1,Data=00 01",port7,undefined,,pass,84.3.251.103,port7,206431579,,Operational.Technology,app-ctrl,78138,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,54541,,,information,84.3.251.102,,1725771035867429977,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431580,,Operational.Technology,app-ctrl,78138,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,54541,,,information,84.3.251.102,,1725771035867457604,,4,,,Hungary,elevated,
,,21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431581,,Operational.Technology,app-ctrl,78138,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,,54541,,,information,84.3.251.102,,1725771035867616612,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,84.3.251.102,6,,2024-09-07,,-0700,root,Hungary,3,02 00 c0,port7,undefined,,pass,84.3.251.103,port7,206431582,,Operational.Technology,app-ctrl,78138,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,54541,,,information,84.3.251.102,,1725771035867645153,,4,,,Hungary,elevated,
,,21:50:36,16938,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431583,,Operational.Technology,app-ctrl,78138,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus,,54541,,,information,84.3.251.102,,1725771035867674541,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,4,00 01 00 01,port7,undefined,,pass,84.3.251.103,port7,206431590,,Operational.Technology,app-ctrl,78140,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,38911,,,information,84.3.251.102,,1725771035868933338,,4,,,Hungary,elevated,
,"UnitID:0, Address:1, Address:1",21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=1-1,Data=00 01",port7,undefined,,pass,84.3.251.103,port7,206431591,,Operational.Technology,app-ctrl,78140,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,38911,,,information,84.3.251.102,,1725771035868970069,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431592,,Operational.Technology,app-ctrl,78140,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,38911,,,information,84.3.251.102,,1725771035868992955,,4,,,Hungary,elevated,
,,21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431593,,Operational.Technology,app-ctrl,78140,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,,38911,,,information,84.3.251.102,,1725771035869149244,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,84.3.251.102,6,,2024-09-07,,-0700,root,Hungary,3,02 00 d1,port7,undefined,,pass,84.3.251.103,port7,206431594,,Operational.Technology,app-ctrl,78140,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,38911,,,information,84.3.251.102,,1725771035869183780,,4,,,Hungary,elevated,
,,21:50:36,16938,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431595,,Operational.Technology,app-ctrl,78140,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus,,38911,,,information,84.3.251.102,,1725771035869207933,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,4,00 01 00 01,port7,undefined,,pass,84.3.251.103,port7,206431602,,Operational.Technology,app-ctrl,78142,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,33815,,,information,84.3.251.102,,1725771035870409098,,4,,,Hungary,elevated,
,"UnitID:0, Address:1, Address:1",21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=1-1,Data=00 01",port7,undefined,,pass,84.3.251.103,port7,206431603,,Operational.Technology,app-ctrl,78142,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,33815,,,information,84.3.251.102,,1725771035870440964,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431604,,Operational.Technology,app-ctrl,78142,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,33815,,,information,84.3.251.102,,1725771035870461257,,4,,,Hungary,elevated,
,,21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431605,,Operational.Technology,app-ctrl,78142,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,,33815,,,information,84.3.251.102,,1725771035870592959,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,84.3.251.102,6,,2024-09-07,,-0700,root,Hungary,3,02 00 d9,port7,undefined,,pass,84.3.251.103,port7,206431606,,Operational.Technology,app-ctrl,78142,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,33815,,,information,84.3.251.102,,1725771035870624105,,4,,,Hungary,elevated,
,,21:50:36,16938,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431607,,Operational.Technology,app-ctrl,78142,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus,,33815,,,information,84.3.251.102,,1725771035870645246,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,4,00 01 00 01,port7,undefined,,pass,84.3.251.103,port7,206431614,,Operational.Technology,app-ctrl,78144,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,60785,,,information,84.3.251.102,,1725771035871728729,,4,,,Hungary,elevated,
,"UnitID:0, Address:1, Address:1",21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=1-1,Data=00 01",port7,undefined,,pass,84.3.251.103,port7,206431615,,Operational.Technology,app-ctrl,78144,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,60785,,,information,84.3.251.102,,1725771035871761822,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431616,,Operational.Technology,app-ctrl,78144,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,60785,,,information,84.3.251.102,,1725771035871782169,,4,,,Hungary,elevated,
,,21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431617,,Operational.Technology,app-ctrl,78144,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,,60785,,,information,84.3.251.102,,1725771035871925608,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,84.3.251.102,6,,2024-09-07,,-0700,root,Hungary,3,02 00 f9,port7,undefined,,pass,84.3.251.103,port7,206431618,,Operational.Technology,app-ctrl,78144,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,60785,,,information,84.3.251.102,,1725771035871952115,,4,,,Hungary,elevated,
,,21:50:36,16938,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.103,port7,206431619,,Operational.Technology,app-ctrl,78144,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus,,60785,,,information,84.3.251.102,,1725771035871977306,,4,,,Hungary,elevated,
,,21:50:36,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,4,00 01 00 01,port7,undefined,,pass,84.3.251.103,port7,206431626,,Operational.Technology,app-ctrl,78146,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,47005,,,information,84.3.251.102,,1725771035873065661,,4,,,Hungary,elevated,
,"UnitID:0, Address:1, Address:1",21:50:36,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.103,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=1-1,Data=00 01",port7,undefined,,pass,84.3.251.103,port7,206431627,,Operational.Technology,app-ctrl,78146,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,47005,,,information,84.3.251.102,,1725771035873098103,,4,,,Hungary,elevated,
